country,score,upper,lower,gdp_explained,ss_explained,hle_explained,fmlc_explained,gen_explained,pc_explained,dystopia_residual,year,rank,Country/Territory,Region,C/T,Edition,Status,PR rating,CL rating,A1,A2,A3,A,B1,B2,B3,B4,B,C1,C2,C3,C,Add Q,Add A,PR,D1,D2,D3,D4,D,E1,E2,E3,E,F1,F2,F3,F4,F,G1,G2,G3,G4,G,CL,Total,_merge
Lebanon,4.771500111,4.857257843,4.685742378,0.889232516,1.19249332,0.788671136,0.18551667,0.158524141,0.021518147,1.53554225,2020,111.0,Lebanon,Middle East,c,2020.0,PF,5.0,4.0,1.0,2.0,2.0,5.0,3.0,1.0,1.0,2.0,7.0,1.0,0.0,1.0,2.0,0.0,,14.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,6.0,30.0,44.0,both
Burkina,4.768700123,4.890351772,4.647048473,0.302467644,0.9293859,0.312833875,0.322398156,0.186390609,0.126408055,2.588826418,2020,112.0,Burkina,Africa,c,2020.0,PF,4.0,4.0,2.0,2.0,3.0,7.0,2.0,3.0,2.0,3.0,10.0,2.0,2.0,2.0,6.0,0.0,,23.0,2.0,3.0,3.0,3.0,11.0,3.0,2.0,3.0,8.0,2.0,2.0,0.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,33.0,56.0,both
Gambia,4.750599861,4.882240772,4.61895895,0.256990552,0.882678688,0.353247881,0.403419524,0.425989687,0.158093795,2.270216465,2020,113.0,Gambia,Africa,c,2020.0,PF,4.0,4.0,2.0,3.0,2.0,7.0,2.0,3.0,2.0,2.0,9.0,2.0,1.0,1.0,4.0,0.0,,20.0,2.0,2.0,2.0,2.0,8.0,2.0,2.0,2.0,6.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,1.0,6.0,26.0,46.0,both
Mali,4.729300022,4.855451107,4.603148937,0.352462649,0.97314173,0.234981522,0.377534449,0.16966705,0.062146276,2.559335232,2020,114.0,Mali,Africa,c,2020.0,PF,5.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,1.0,4.0,0.0,,17.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,2.0,6.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,24.0,41.0,both
Nigeria,4.724100113,4.826248169,4.621952057,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,2.219635487,2020,115.0,Nigeria,Africa,c,2020.0,PF,4.0,5.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,10.0,2.0,2.0,2.0,6.0,0.0,,22.0,2.0,1.0,3.0,3.0,9.0,2.0,2.0,3.0,7.0,2.0,1.0,0.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,25.0,47.0,both
Armenia,4.676799774,4.791646481,4.561953068,0.808262408,1.034576893,0.77585727,0.378075808,0.107225738,0.104618184,1.468161583,2020,116.0,Armenia,Eurasia,c,2020.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,0.0,,21.0,2.0,2.0,2.0,3.0,9.0,3.0,3.0,2.0,8.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,32.0,53.0,both
Georgia,4.672599792,4.757698059,4.587501526,0.847198069,0.7311939,0.694657624,0.485494107,0.047609735,0.174088076,1.69239831,2020,117.0,Georgia,Eurasia,c,2020.0,PF,3.0,3.0,2.0,3.0,3.0,8.0,2.0,3.0,2.0,2.0,9.0,2.0,2.0,3.0,7.0,0.0,,24.0,2.0,2.0,3.0,3.0,10.0,2.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,4.0,3.0,3.0,2.0,12.0,37.0,61.0,both
Iran,4.672399998,4.78192091,4.562879086,1.029322505,0.886271179,0.749053836,0.301195472,0.27697894,0.142651513,1.286969423,2020,118.0,Iran,Middle East,c,2020.0,NF,6.0,6.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,2.0,0.0,,7.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,10.0,17.0,both
Jordan,4.633399963,4.748552322,4.518247604,0.785179198,1.140118599,0.777624726,0.424855083,0.091494769,0.151878625,1.262258053,2020,119.0,Jordan,Middle East,c,2020.0,PF,5.0,5.0,0.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,6.0,0.0,2.0,1.0,3.0,0.0,,12.0,1.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,25.0,37.0,both
Mozambique,4.623600006,4.778996944,4.468203068,0.178741366,0.955202878,0.324223638,0.56077534,0.220422104,0.163064316,2.221216202,2020,120.0,Mozambique,Africa,c,2020.0,PF,5.0,4.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,,14.0,2.0,3.0,2.0,2.0,9.0,2.0,2.0,2.0,6.0,2.0,2.0,1.0,2.0,7.0,3.0,2.0,2.0,2.0,9.0,31.0,45.0,both
Kenya,4.583000183,4.715898037,4.450102329,0.476413399,0.905077755,0.536312759,0.519180536,0.393902093,0.067201078,1.684904575,2020,121.0,Kenya,Africa,c,2020.0,PF,4.0,4.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,0.0,,19.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,3.0,7.0,2.0,1.0,1.0,1.0,5.0,2.0,1.0,2.0,2.0,7.0,29.0,48.0,both
Namibia,4.571100235,4.690628052,4.451572418,0.84008199,1.245738149,0.40687117,0.444598973,0.076454483,0.054320343,1.503033161,2020,122.0,Namibia,Africa,c,2020.0,F,2.0,2.0,4.0,4.0,3.0,11.0,3.0,3.0,3.0,3.0,12.0,3.0,3.0,2.0,8.0,0.0,,31.0,3.0,4.0,4.0,3.0,14.0,3.0,4.0,4.0,11.0,3.0,3.0,3.0,2.0,11.0,3.0,3.0,2.0,2.0,10.0,46.0,77.0,both
Ukraine,4.56069994,4.658080578,4.463319302,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,1.252669334,2020,123.0,Ukraine,Eurasia,c,2020.0,PF,3.0,3.0,4.0,3.0,2.0,9.0,3.0,4.0,2.0,3.0,12.0,3.0,1.0,2.0,6.0,0.0,,27.0,2.0,3.0,3.0,3.0,11.0,2.0,2.0,3.0,7.0,1.0,2.0,2.0,2.0,7.0,3.0,2.0,3.0,2.0,10.0,35.0,62.0,both
Liberia,4.557899952,4.71853447,4.397265434,0.174103007,0.920733929,0.392284274,0.405943096,0.226967871,0.051139876,2.386757851,2020,124.0,Liberia,Africa,c,2020.0,PF,3.0,4.0,3.0,3.0,2.0,8.0,3.0,3.0,3.0,3.0,12.0,3.0,2.0,2.0,7.0,0.0,,27.0,2.0,3.0,3.0,3.0,11.0,2.0,3.0,2.0,7.0,1.0,1.0,2.0,2.0,6.0,3.0,2.0,2.0,2.0,9.0,33.0,60.0,both
Palestinian Territories,4.552800179,4.662314892,4.443285465,0.587819219,1.194755554,0.613826573,0.29870075,0.091816261,0.071913652,1.693985701,2020,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Uganda,4.43200016,4.566251278,4.297749043,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,2020,126.0,Uganda,Africa,c,2020.0,NF,6.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,3.0,0.0,,11.0,1.0,3.0,2.0,2.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,1.0,7.0,23.0,34.0,both
Chad,4.422699928,4.570153236,4.27524662,0.302287489,0.739118278,0.1087441,0.228601769,0.210805088,0.085755408,2.74742651,2020,127.0,Chad,Africa,c,2020.0,NF,7.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,,3.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,14.0,17.0,both
Tunisia,4.392199993,4.489554405,4.294845581,0.874742687,0.872167706,0.781156719,0.235860556,0.055881143,0.043899573,1.528496742,2020,128.0,Tunisia,Africa,c,2020.0,F,2.0,3.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,3.0,1.0,2.0,6.0,0.0,,32.0,2.0,3.0,3.0,4.0,12.0,2.0,2.0,3.0,7.0,2.0,2.0,3.0,2.0,9.0,3.0,2.0,3.0,2.0,10.0,38.0,70.0,both
Mauritania,4.374599934,4.482583046,4.266616821,0.539684892,1.113323569,0.425184816,0.185714483,0.128899664,0.122257635,1.85955739,2020,129.0,Mauritania,Africa,c,2020.0,PF,5.0,5.0,2.0,2.0,2.0,6.0,1.0,1.0,1.0,0.0,3.0,1.0,2.0,1.0,4.0,0.0,,13.0,2.0,2.0,3.0,2.0,9.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,4.0,21.0,34.0,both
Sri Lanka,4.327000141,4.431047916,4.222952366,0.897986948,1.19494009,0.792036712,0.528632462,0.252666146,0.049444564,0.611288548,2020,130.0,Sri Lanka,Asia,c,2020.0,PF,4.0,4.0,3.0,3.0,3.0,9.0,3.0,3.0,2.0,2.0,10.0,2.0,1.0,2.0,5.0,1.0,,23.0,2.0,2.0,2.0,2.0,8.0,3.0,3.0,3.0,9.0,3.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,2.0,8.0,33.0,56.0,both
Democratic Republic of Congo,4.31099987,4.524636269,4.097363472,0.062487468,0.833055019,0.277212054,0.36462298,0.254324883,0.081466645,2.437864304,2020,131.0,Democratic Republic of Congo,Africa,c,2020.0,NF,7.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,,4.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,14.0,18.0,both
Swaziland,4.308100224,4.448145866,4.168054581,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.146765873,1.686207294,2020,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
Myanmar,4.308000088,4.392180443,4.223819733,0.67809093,1.098178267,0.495443076,0.597478867,0.569813728,0.187530354,0.681462526,2020,133.0,Myanmar,Asia,c,2020.0,NF,5.0,6.0,2.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,9.0,2.0,1.0,1.0,4.0,4.0,,14.0,1.0,1.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,16.0,30.0,both
Comoros,4.288599968,4.453906536,4.1232934,0.415620774,0.723232806,0.437383324,0.181028232,0.258538276,0.100048535,2.17276907,2020,134.0,Comoros,Africa,c,2020.0,PF,4.0,4.0,1.0,3.0,2.0,6.0,2.0,2.0,2.0,2.0,8.0,2.0,1.0,1.0,4.0,0.0,,18.0,1.0,2.0,3.0,2.0,8.0,1.0,2.0,3.0,6.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,1.0,6.0,26.0,44.0,both
Togo,4.187200069,4.309713364,4.064686775,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,2020,135.0,Togo,Africa,c,2020.0,PF,5.0,4.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,2.0,5.0,0.0,,16.0,2.0,3.0,2.0,2.0,9.0,1.0,2.0,3.0,6.0,2.0,1.0,2.0,1.0,6.0,2.0,2.0,1.0,2.0,7.0,28.0,44.0,both
Ethiopia,4.186200142,4.262473583,4.109926701,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,1.628459215,2020,136.0,Ethiopia,Africa,c,2020.0,NF,6.0,6.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,5.0,0.0,2.0,1.0,3.0,0.0,,10.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,14.0,24.0,both
Madagascar,4.165599823,4.278382301,4.052817345,0.244553208,0.823694348,0.500617027,0.192967549,0.191190064,0.076248638,2.136298418,2020,137.0,Madagascar,Africa,c,2020.0,PF,3.0,3.0,3.0,3.0,3.0,9.0,3.0,3.0,3.0,2.0,11.0,2.0,2.0,2.0,6.0,0.0,,26.0,2.0,3.0,3.0,3.0,11.0,3.0,3.0,3.0,9.0,2.0,1.0,2.0,2.0,7.0,3.0,2.0,2.0,1.0,8.0,35.0,61.0,both
Egypt,4.151400089,4.221919537,4.080880642,0.875228941,0.982539535,0.596911311,0.373684734,0.068801254,0.095461793,1.158818245,2020,138.0,Egypt,Africa,c,2020.0,NF,6.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,0.0,,7.0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0,6.0,14.0,21.0,both
Sierra Leone,3.926399946,4.046255589,3.806544304,0.240560383,0.747984946,0.203953966,0.382027686,0.257647008,0.047940936,2.046271801,2020,139.0,Sierra Leone,Africa,c,2020.0,PF,3.0,3.0,3.0,3.0,4.0,10.0,2.0,3.0,3.0,3.0,11.0,3.0,1.0,3.0,7.0,0.0,,28.0,2.0,4.0,3.0,3.0,12.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,37.0,65.0,both
Burundi,3.775300026,3.98526001,3.565340042,0.0,0.403575271,0.295212835,0.275399059,0.187401786,0.212186828,2.401507378,2020,140.0,Burundi,Africa,c,2020.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,3.0,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,10.0,13.0,both
Zambia,3.759399891,3.878326178,3.640473604,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,2020,141.0,Zambia,Africa,c,2020.0,PF,4.0,4.0,2.0,2.0,2.0,6.0,2.0,2.0,3.0,3.0,10.0,2.0,2.0,2.0,6.0,0.0,,22.0,1.0,3.0,3.0,2.0,9.0,2.0,2.0,3.0,7.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,1.0,8.0,32.0,54.0,both
Haiti,3.720799923,3.919667482,3.521932364,0.284734428,0.646671355,0.37436673,0.169297516,0.463909656,0.161935672,1.619916916,2020,142.0,Haiti,Americas,c,2020.0,PF,5.0,5.0,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,4.0,0.0,,16.0,2.0,3.0,2.0,3.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,0.0,5.0,22.0,38.0,both
Lesotho,3.652800083,3.813757181,3.491842985,0.45493874,1.088940024,0.100934811,0.409367532,0.102627642,0.050483823,1.445513964,2020,143.0,Lesotho,Africa,c,2020.0,PF,3.0,3.0,3.0,4.0,3.0,10.0,3.0,3.0,2.0,3.0,11.0,2.0,2.0,2.0,6.0,0.0,,27.0,2.0,4.0,3.0,3.0,12.0,2.0,3.0,2.0,7.0,2.0,2.0,2.0,2.0,8.0,3.0,2.0,2.0,2.0,9.0,36.0,63.0,both
India,3.573299885,3.627596378,3.519003391,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,0.734130859,2020,144.0,India,Asia,c,2020.0,F,2.0,3.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,2.0,13.0,4.0,2.0,3.0,9.0,0.0,,34.0,2.0,2.0,2.0,4.0,10.0,2.0,3.0,3.0,8.0,3.0,2.0,2.0,2.0,9.0,3.0,3.0,2.0,2.0,10.0,37.0,71.0,both
Malawi,3.538000107,3.675710678,3.400289536,0.176534727,0.53036809,0.446163297,0.487389833,0.213185057,0.131633952,1.552718282,2020,145.0,Malawi,Africa,c,2020.0,PF,3.0,3.0,3.0,3.0,2.0,8.0,3.0,3.0,3.0,3.0,12.0,3.0,1.0,2.0,6.0,0.0,,26.0,2.0,4.0,4.0,3.0,13.0,2.0,2.0,3.0,7.0,3.0,2.0,2.0,2.0,9.0,2.0,2.0,1.0,2.0,7.0,36.0,62.0,both
Yemen,3.527400017,3.633549929,3.421250105,0.392701775,1.177477121,0.41500017,0.243721485,0.094689012,0.087352127,1.116472721,2020,146.0,Yemen,Middle East,c,2020.0,NF,7.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,10.0,11.0,both
Botswana,3.478899956,3.597563744,3.360236168,0.997548997,1.08569479,0.494101733,0.50908941,0.033407487,0.101786368,0.257240534,2020,147.0,Botswana,Africa,c,2020.0,F,3.0,2.0,3.0,4.0,3.0,10.0,3.0,2.0,3.0,2.0,10.0,3.0,3.0,2.0,8.0,0.0,,28.0,2.0,4.0,3.0,3.0,12.0,4.0,4.0,2.0,10.0,3.0,3.0,3.0,2.0,11.0,3.0,3.0,2.0,3.0,11.0,44.0,72.0,both
Tanzania,3.476200104,3.600091219,3.352308989,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,2020,148.0,Tanzania,Africa,c,2020.0,PF,5.0,5.0,3.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,6.0,2.0,2.0,1.0,5.0,0.0,,17.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,7.0,23.0,40.0,both
Central African Republic,3.475899935,3.701658487,3.250141382,0.041072082,0.0,0.0,0.292814463,0.253513217,0.028264718,2.860197544,2020,149.0,Central African Republic,Africa,c,2020.0,NF,7.0,7.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,,4.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,both
Rwanda,3.312299967,3.415053368,3.209546566,0.343242675,0.522876322,0.572383285,0.604087889,0.235704988,0.485542476,0.548444986,2020,150.0,Rwanda,Africa,c,2020.0,NF,6.0,6.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,,8.0,0.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,14.0,22.0,both
Zimbabwe,3.299200058,3.414201975,3.184198141,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,2020,151.0,Zimbabwe,Africa,c,2020.0,PF,5.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,0.0,,12.0,1.0,3.0,2.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,5.0,17.0,29.0,both
South Sudan,2.816600084,3.027516365,2.605683804,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,1.378751278,2020,152.0,South Sudan,Africa,c,2020.0,NF,7.0,7.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,,-2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,both
Afghanistan,2.566900015,2.628270388,2.505529642,0.30070585,0.356433839,0.266051531,0.0,0.135234714,0.001225785,1.507235646,2020,153.0,Afghanistan,Asia,c,2020.0,NF,5.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,1.0,3.0,0.0,,13.0,2.0,1.0,1.0,2.0,6.0,2.0,1.0,1.0,4.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,14.0,27.0,both
Finland,7.769,,,1.34,1.587,0.986,0.596,0.153,0.393,,2019,1.0,Finland,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,4.0,16.0,60.0,100.0,both
Denmark,7.6,,,1.383,1.573,0.996,0.592,0.252,0.41,,2019,2.0,Denmark,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,3.0,4.0,3.0,14.0,4.0,4.0,3.0,4.0,15.0,57.0,97.0,both
Norway,7.554,,,1.488,1.582,1.028,0.603,0.271,0.341,,2019,3.0,Norway,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,4.0,16.0,60.0,100.0,both
Iceland,7.494,,,1.38,1.624,1.026,0.591,0.354,0.118,,2019,4.0,Iceland,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,4.0,15.0,4.0,3.0,3.0,10.0,0.0,,37.0,3.0,4.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,3.0,15.0,57.0,94.0,both
Netherlands,7.488,,,1.396,1.522,0.999,0.557,0.322,0.298,,2019,5.0,Netherlands,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,4.0,16.0,59.0,99.0,both
Switzerland,7.48,,,1.452,1.526,1.052,0.572,0.263,0.343,,2019,6.0,Switzerland,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,12.0,0.0,,39.0,4.0,3.0,4.0,4.0,15.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,3.0,15.0,57.0,96.0,both
Sweden,7.343,,,1.387,1.487,1.009,0.574,0.267,0.373,,2019,7.0,Sweden,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,4.0,16.0,60.0,100.0,both
New Zealand,7.307,,,1.303,1.557,1.026,0.585,0.33,0.38,,2019,8.0,New Zealand,Asia,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,3.0,15.0,58.0,98.0,both
Canada,7.278,,,1.365,1.505,1.039,0.584,0.285,0.308,,2019,9.0,Canada,Americas,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,4.0,16.0,59.0,99.0,both
Austria,7.246,,,1.376,1.475,1.016,0.532,0.244,0.226,,2019,10.0,Austria,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,3.0,10.0,0.0,,37.0,3.0,3.0,4.0,4.0,14.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,3.0,15.0,56.0,93.0,both
Australia,7.228,,,1.372,1.548,1.036,0.557,0.332,0.29,,2019,11.0,Australia,Asia,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,0.0,,40.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,4.0,4.0,3.0,15.0,58.0,98.0,both
Costa Rica,7.167,,,1.034,1.441,0.963,0.558,0.144,0.093,,2019,12.0,Costa Rica,Americas,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,3.0,15.0,4.0,3.0,4.0,11.0,0.0,,38.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,3.0,11.0,4.0,3.0,3.0,3.0,13.0,4.0,3.0,3.0,3.0,13.0,53.0,91.0,both
Israel,7.139,,,1.276,1.455,1.029,0.371,0.261,0.082,,2019,13.0,Israel,Middle East,c,2019.0,F,2.0,3.0,4.0,4.0,4.0,12.0,3.0,4.0,4.0,2.0,13.0,4.0,3.0,3.0,10.0,0.0,,35.0,3.0,3.0,3.0,3.0,12.0,3.0,2.0,4.0,9.0,4.0,3.0,2.0,2.0,11.0,3.0,3.0,3.0,2.0,11.0,43.0,78.0,both
Luxembourg,7.09,,,1.609,1.479,1.012,0.526,0.194,0.316,,2019,14.0,Luxembourg,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,3.0,3.0,10.0,0.0,,38.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,4.0,4.0,4.0,4.0,16.0,60.0,98.0,both
United Kingdom,7.054,,,1.333,1.538,0.996,0.45,0.348,0.278,,2019,15.0,United Kingdom,Europe,c,2019.0,F,1.0,1.0,4.0,4.0,4.0,12.0,4.0,4.0,4.0,4.0,16.0,3.0,4.0,4.0,11.0,0.0,,39.0,4.0,4.0,3.0,3.0,14.0,4.0,4.0,4.0,12.0,4.0,4.0,3.0,3.0,14.0,4.0,4.0,3.0,3.0,14.0,54.0,93.0,both
